text;class;keyword_label;valder_label;textbloc_polarity_label;textbloc_subjectivity_label;happy_transformer_label;bert_label;suicidal_bert_label;polarity_modele;Naif;modele_groupement_score;groupement_all_modele_par_3;groupement_all_modele_par_4;groupement_all_modele_par_5;groupement_all_modele_par_4_subjectivity50;groupement_all_modele_par_4_subjectivity75;groupement_all_modele_par_5_subjectivity50;groupement_all_modele_par_5_subjectivity75;groupement_best_modele_par_2;groupement_best_modele_par_3;groupement_best_modele_par_2_subjectivity50;groupement_best_modele_par_2_subjectivity75;groupement_best_modele_par_3_subjectivity50;groupement_best_modele_par_4_subjectivity75
Kingdom  what hapens if i dont want to be here anymore;1;1;1;0.0;0.0;1;0;1;1;1;2;1;0;0;0;0;0;0;1;0;0;0;0;0
done trying to be happy  it never helped and it never got approved by my parents  meaning i have to stop all of what makes me happy  and honestly  i dont want to try anymore  im just going to sit here and fail  and keep failing until one day  when death finally falls upon me;1;0;1;0.34;0.8399999999999999;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;1;1;1;1
Jake    RT  I desperately and whole heartedly dont want to be here anymore;1;1;1;-0.1999999999999999;0.7;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;1;0;1;0
this shit i want to be dead so i dont have to be here anymore https   t co 1M6PZKhT9v;1;1;1;-0.2;0.6000000000000001;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;1;0;1;0
Sir please tell does it suit to respected PM to tell  Give me 50 days and if things don t improve burn me alive   If yes  then anyone can say that come we shall burn u  If not  I didn t see anyone dis associating with this line;1;0;0;0.1;0.4;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
USA   Hi  I know you are scrambling to escape with no time to even save your pets or family heirlooms lest you burn alive  I know entire towns have burned to the ground and hundreds of thousands are homeless evacuees  But please take some time to let ME know how to help;1;0;0;0.05;0.5125;1;1;0;1;1;2;0;0;0;0;0;0;0;1;0;1;0;0;0
sure just get that homework done while celebrating that poin https   t co oi7X3ZTLGy;0;0;0;0.5;0.8888888888888888;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
World has got the right path celebrating D  Matri pitri pujan diwas  started by  Bapuji;0;1;0;0.2857142857142857;0.5357142857142857;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RT  It s okay to be proud of your progress even if you re not exactly where you want to be  You re getting there;0;1;0;0.3916666666666666;0.5833333333333334;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RT  I know you think you re sad that the Cowboys don t play today  But any day your team can t lose is an occasion worth celebrate;0;1;0;-0.1;0.55;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RT   World got the right path celebrating  Matri pitri pujan diwas  started by  Bapuji   ServiceForHumanity;0;0;0;0.2857142857142857;0.5357142857142857;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RT  Congratulations again to  for taking the Asia Regional Finals title  Thanks to  for giving out;0;0;0;0.2;0.2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RT  2 wins in 2 weeks   Congratulations    Machine;0;0;0;0.3;0.2;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
RT   Girl I wanna look this good when I m pregnant lol  Congratulations beautiful  I hope it s a girl so she can be like u;0;0;0;0.6708333333333333;0.7;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RT  2 wins in 2 weeks   Congratulations    Machine;0;0;0;0.3;0.2;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
RT  Congratulations to Gorb for graduating middle school  We all hope you strive for greatness like you do on cod4;0;0;0;0.0;0.0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RT  Congratulations India on beating Pakistan 3 1 in  AsiaCup2017  INDvPAK   Thank you for the advance diwali gift;0;0;0;0.0;0.0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Congratulations  Jim  I m a great editor  not a great media artist;0;0;0;0.2;0.75;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Congratulations  John  I m a creepy actor  not a sweet actor;0;1;0;-0.3375;0.825;1;1;0;1;1;2;0;0;0;0;0;0;0;1;0;1;1;0;0
No one should ever be driven to the point of suicide    especially not by those you have done nothing but cared for;0;1;1;0.0;1.0;0;1;0;1;1;2;0;0;0;0;0;0;0;1;0;1;1;0;0
RT  Had a feeling it was going to be a great day got to meet John Stockton before the game;0;0;0;0.2;0.575;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
What a great feeling and never gave up well done   kept a cool head all weekend   age is nothing https   t co GDFHwwsk2s;0;1;0;0.575;0.7;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
I woke up feeling great;0;1;0;0.8;0.75;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Keep it up  you do good work;0;0;0;0.7;0.6000000000000001;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Paxton fans keep up the good work   This young lady is really talented;0;0;0;0.5;0.6333333333333333;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Work two jobs  in school  gotta car  my own apartment  a boo   life s going good for me right now and I m only 19;0;0;0;0.3964285714285713;0.7839285714285714;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bad habits are more difficult to identify in your work life   careerinspiration  careergrowth  habits;0;1;1;-0.2333333333333332;0.7222222222222222;1;1;1;1;1;3;1;1;0;1;0;0;0;1;1;1;0;1;0
Happy birthday big guy keep up the good work;0;0;0;0.5;0.5666666666666668;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RT  anyways arohas lets work hard to show our love and support for astro in this comeback as they provide us with another good;0;0;0;0.3027777777777777;0.5805555555555556;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
I have amazing people in my life that encourage nothing except the positive  Thank you Lord for blessing me;0;1;0;0.4136363636363637;0.7227272727272727;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
It s a great time in life  We can help you design an amazing wedding;0;0;0;0.7000000000000001;0.825;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RT  Choose a job you Love and you will never have to work a day in your life  Happy future our amazing students;0;0;0;0.475;0.65625;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Success consists of going from failure to failure without loss of enthusiasm  Winston Churchill  quote  persistence;0;1;1;-0.1111111111111111;0.1999999999999999;0;1;0;1;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0
RT  I love to see Palestinians dancing and having fun  Good  amp positive stories deserve to go viral as well;0;0;0;0.4318181818181818;0.4863636363636364;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RT  It s all fun  amp  games until you re throwing up hotcheetos https   t co WFnQHu3vaA;0;0;0;0.3;0.2;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
RT    what a fun day   https   t co jr18uTkFX4;0;0;0;0.3;0.2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Take it all back was so fun https   t co iewkzKosB8;0;0;0;0.15;0.1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
I am loving you a n d line at the moment  And my bank balance is liking it too  Great style made affordable  style  shopping;0;0;0;0.7;0.85;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RT  i am such a loving and caring person;0;0;0;0.3;0.725;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
sbux is exclusively playing rostam and beck i am loving it;0;0;0;0.6;0.95;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
I have liked Ryder for quite awhile  amp  it was good to see him perform on a televised fight  I am loving it;0;0;0;0.6333333333333333;0.7833333333333333;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
I am loving what I just read about  VR  Love it;0;0;0;0.55;0.7749999999999999;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RT  Daughter was delighted to see this assistant referee today  her hair is like mine  can I be a referee;0;0;0;0.7;0.7;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RT  Wasn t the performance we wanted but delighted with a point we re still unbeaten  amp  got the best GK in the world;0;0;0;0.85;0.5;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RT  Cheers for more wonderful years with HIGHLIGHT Happy 8th anniversary  guys    CELEBRATE HIGHLIGHT;0;0;0;0.7666666666666666;0.8333333333333334;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RT  Your hardest times often lead to the greatest moments of your life  Keep the faith  It will all be worth in the end;0;0;0;0.65;0.55;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Just woken up  very pleased he won  Was it a good match;0;0;0;0.675;0.8;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sounds pretty fine to me and very pleased to hear that creepy is your cup of tea  too;0;0;0;0.2041666666666667;0.875;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RT  I m pleased to announce that I will be releasing a limited amount of my  Why U Mad   Merch this Friday   WhyUMad;0;0;1;-0.0654761904761904;0.7142857142857143;0;1;0;1;1;2;0;0;0;0;0;0;0;1;0;1;0;0;0
RT  The Indian Roller  a bird considered auspicious in India   IncredibleIndia  TigrisSafaris  photooftheday  wildlifephoto;0;0;0;0.0;0.0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
RT  Remembering the legendary former  PresidentOfIndia Sh  APJAbdulKalam on his auspicious birthday;0;0;0;0.5;0.5;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RT  What a dominating performance   Let the celebrations begin Best wishes for the games ahead;0;0;0;1.0;0.3;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RT  Delighted to join the Centenary Celebrations of Patna University  Sharing my speech during the programme today;0;0;0;0.7;0.7;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Focus on opportunities more than you focus on money;0;0;0;0.5;0.5;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RT  If you find someone that makes you happy  enjoy it    life is not fair nor give many opportunities    https   t co dCBwDeQVH8;0;0;0;0.3375;0.725;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
RT  Just keep going forward  no matter what  Motivation  Success  Life;0;0;0;0.3;0.0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Jealousy is important for a person to move ahead in life  It keeps you on your toes and helps you realize;0;0;0;0.4;1.0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
I be asking god why do I keep loosing people in my life but I see why everyday you can t move ahead in life;0;0;0;-0.2;0.6;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
RT  Sometimes in life  amp  love situations in order to move ahead we just have to give ourselves over to being vulnerable  amp;0;0;0;0.0;0.55;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RT  I swear to move forward or get ahead in life;0;1;1;0.0;0.0;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;0;0;0;0
Done with the stress;0;0;1;0.0;0.0;1;0;0;1;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0
May you live every day of your life  Jonathan Swift;0;1;0;0.1363636363636363;0.5;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Appreciate and be grateful for every given moment and live your life with love   joy  EnjoyLife  EnjoyFriends https   t co 1Qwj7Jtq8N;0;0;0;0.4787878787878788;0.4333333333333333;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
live your best life;0;0;0;0.5681818181818181;0.4;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Life s so short man I couldnt stress enough how important it is for you to live your love with peace and good energy;0;0;0;0.2893939393939393;0.5833333333333334;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RT  Congratulations  for winning The E  People s Choice Award for  TheGroup of 2018   PCAs https   t co WVyVxZYIMP;0;0;0;0.5;0.75;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RT      Congratulations to Coach Lanter for winning his first career ga;0;0;0;0.375;0.5416666666666666;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RT  Congratulations to  BTS for winning Music Group of 2018 at the  PCAs  https   t co H278vwYwMt;0;0;0;0.5;0.75;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RT  Congratulations Seye  for being the latest  of the Week  Keep on creating  keep on writing and;0;0;0;0.5;0.9;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
debuted on this week s Billboard Social 50 at  33;0;1;0;0.0333333333333333;0.0666666666666666;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Feel lucky to work with 2 shining young stars in  Healthcare  honored by   30Under30 today      https   t co dkqUolP2RV;0;0;0;0.2166666666666666;0.6166666666666667;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RT  In AF1 call  Theresa May tried to flatter Trump with congratulations for GOP wins in the midterms  He responded by berating th;0;0;0;0.3;0.2;1;1;0;1;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0
Congratulations to our 5 lucky winners;0;0;0;0.3333333333333333;0.8333333333333334;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The rewards will be credited to your Huobi account in 3 working days;0;0;0;0.0;0.0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;0;1;0;0.0;0.0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RT  Congratulations to  on a race well run  and won  It s been a wonderful honor representing Arizona in the Senat;0;0;0;1.0;1.0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RT  BREAKING  Democrats just FLIPPED  CA10 from  RedToBlue    Big congratulations to Congressman elect   Midterms2018;0;0;0;0.4;0.5;1;1;0;1;1;2;0;0;0;0;0;0;0;1;0;1;0;0;0
RT  Congratulations to Joe Cole on a brilliant career  Enjoy your retirement mate             https   t co L6Lq9R394n;0;0;0;0.65;0.75;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RT  Congratulations to Vivian stringer on your 1000th win tonight    An amazing accomplishment for an amazing woman   You sta;0;0;0;0.6666666666666666;0.7333333333333334;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RT  Congratulations  team  Thanks  much appreciated  https   t co 6aiWbh8F6V;0;0;0;0.2;0.15;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RT  Congratulations to  OL Anthony Vereen for being named GPAC Football First Team Offense 2018   GoJimmies;0;0;0;0.25;0.3333333333333333;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Happieee birthday to our anni  AarthiSivaKarthikeyan;0;1;0;0.0;0.0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Wishing you all the happiness and love in the;0;0;0;0.6;0.4;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Hooraaaaaaaaaay         Proud to have been an itty bitty droplet in this        Congratulations  you  https   t co rA4Xj5oWVf;0;0;0;0.8;1.0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
RT  Congratulations  for winning The E  People s Choice Award for  TheStyleStar of 2018   PCAs https   t co nPZ;0;0;0;0.5;0.75;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RT  Congratulations on your  WWE Championship win  DanielBryan and the heel turn but you re going to need more than luck for;0;0;0;0.65;0.45;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Congratulations on all of your accomplishments  You are an amazing person inside and out     https   t co 98Mt8DiI7d;0;0;0;0.6000000000000001;0.9;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RT  Congratulations to everyone who bought a wiretap so they could buy stuff more easily https   t co SZrV7Q8Q8y;0;0;0;0.4666666666666667;0.6666666666666667;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RT  I m happy I ain t the same person I was last year;0;0;0;0.2666666666666666;0.3972222222222222;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RT   CAP  Joross Gamboa greets her a happy birthday in her IG Live    https   t co sHwHEJb0vr;0;0;0;0.4681818181818182;0.75;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
happy birthdaaaaayyy bebe   godbless youuu;0;0;0;0.8;1.0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Happy birthday;0;0;0;0.8;1.0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RT  Happy birthday to the legendary Neil Young  He turns 73 today  https   t co E5DRjzKM6i;0;0;0;0.6333333333333334;0.7999999999999999;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RT  Learn the art of being alone and being happy at the same time;0;0;0;0.4;0.5625;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aspiring to be as happy as  in every aspect of life;0;0;0;0.8;1.0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RT  Jimin is so happy  I love him   Jimin  https   t co e1IIA610tB;0;0;0;0.65;0.8;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RT  Happy 6th birthday Aden  Alaina was excited to come to your birthday party  But as you said buddy   She lives in your h;0;0;0;0.5875;0.875;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
It s only the 12th and I have completed 75  of my selling goal  I M HAPPY;0;0;0;0.4;1.0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RT  Glass half full glass half empty  This  Mizzou team is legitimately pretty good  If you go by Sports Reference s  simple;0;0;0;0.1238095238095238;0.4772108843537415;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
RT    shes doing her best https   t co tARP6gNDlu;0;0;0;1.0;0.3;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RT  Happy birthday to my ride or die  I hope you have the best 21st birthday ever I love you so much  Hope you love this  it wa;0;0;0;0.5;0.45;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
HI CHEW is literally the best fucking candy ever;0;0;0;0.2;0.55;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RT      Bartomeu   Today he celebrates two further honours in a legendary career  A 5th Pichichi goalscorer award and the Di St;0;0;0;0.5;0.75;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
got the best team in the east   vs  in the chip;0;0;0;1.0;0.3;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RT  The best Stan Lee Cameo ever     https   t co leoQNCbXHG;0;1;0;1.0;0.3;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
We need to give a big huge massive shout out to  for his scraper  expertise  and amazing intelligence   https   t co ltQI947boL;0;0;0;0.25;0.725;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RT  I am supporting  for this;0;1;0;0.25;0.25;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Not just because the House has NEVER had a Black woman in leadership  but because;0;1;0;-0.1666666666666666;0.4333333333333333;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
This is the best thing to pop on my Twitter all day   what cracks me up is that billy is in it too;0;0;0;1.0;0.3;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
I love you;0;0;0;0.5;0.6;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RT  if i don t love anything i can t get hurt;0;0;0;0.5;0.6;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
RT    Hi tita  now I know why she is the most humble and most genuine  even though it;0;0;0;0.3;0.475;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i love you  lt 33;0;0;0;0.5;0.6;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lol I love it;0;0;0;0.65;0.6499999999999999;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
you will fully bloom after all the hardships  i love u;0;0;0;0.5;0.6;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
I love you I love you;0;0;0;0.5;0.6;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RT  Completely devestated by the fires affecting my community  I am one of the lucky ones  My animals and LOVE OF MY LIFE made;0;0;0;0.3111111111111111;0.6111111111111112;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RT  Oh my heart hurts so good  I love you babe  so bad   https   t co aH5aObf60j;0;1;0;0.1666666666666667;0.6222222222222222;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
RT  Buying your girl weaves is love language on its own;0;0;0;0.55;0.8;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RT   NeverForget who keeps you  amp  your family safe  amp  free         https   t co z21HWgPaYn;0;0;0;0.45;0.65;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
RT  My brother died from depression  He also frequently exercised  had supportive friends family  was successful in school  amp  i;0;0;0;0.45;0.75;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
The rapper L zaro Leonado Rodriguez Betancul  best known for Viva Cuba free or pupito  This detainee in the area of  https   t co oeWHow0l5a;0;0;0;0.7;0.55;1;1;0;1;1;2;0;0;0;0;0;0;0;1;0;1;0;0;0
RT   Regional Australia would be Siberia without the ABC;0;1;0;0.0;0.0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Tim Fischer was on to talk about his love for his family and his;0;0;0;0.5;0.6;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RT   No one has had more of an impact on my career and everything we do at Marvel Studios than Stan Lee  Stan leaves an extr;0;0;0;0.5;0.5;1;1;0;1;1;2;0;0;0;0;0;0;0;1;0;1;0;0;0
RT  Completely devestated by the fires affecting my community  I am one of the lucky ones  My animals and LOVE OF MY LIFE made;0;0;0;0.3111111111111111;0.6111111111111112;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Realizing that I will not get a surprise certified letter stating that I am the sole heir of a wealthy family s inh  https   t co 5DzyWg70Tu;0;1;0;0.25;0.625;1;1;0;1;1;2;0;0;0;0;0;0;0;1;0;1;0;0;0
a blunt and honest girl who just wants to take care of her family and a passionate boy perusing his dreams of being  https   t co WF7QzChBHB;0;0;0;0.25;0.6166666666666667;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RT  This is my sister in law Sana on the left and her on the right  It s nice to hire your family members and create a conflict o;0;0;0;0.2952380952380952;0.5119047619047619;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RT  When you re trying to go out for pre game and you hear     Ay come take this pic with your family     Oh well    happy;0;0;0;0.2;0.7;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
you guys should look into a Cube or EDH  It s fun Xion as in kingdomhearts  From your profile pic  there s some resemblance;0;1;0;0.3;0.2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
I feel better today  got some sleep and its not raining so can take the beasts out;0;1;0;0.5;0.5;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
DCU SU elections today;0;0;0;0.0;0.0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
New iPhone is completely updated Sun shining in Derry   tis a pretty day;0;0;0;0.1621212121212121;0.6181818181818182;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
I am constantly amazed by our technology  It makes me wonder  Now check out this rad song   quot Tripping quot    http   twt fm 33023;0;0;0;0.0;0.3333333333333333;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
you are a big piece of the rainbow  shine big shine bright and I will see you out there Sparkle friends forever;0;0;0;0.2333333333333333;0.3333333333333333;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Looking for help on testing Prawn PDFs with Cucumber  All i can find is Prawn and Cucumber salad recipes  http   tinyurl com cnnn6z;0;0;0;0.0;0.0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Lol  he makes a few good points I love the  customers who bought crocs also bought      hilarious;0;0;0;0.4599999999999999;0.6;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ah  you refer to the tabloid not letters  I see  In that case I must add an additional rephrasing   quot I don t  quot;0;0;0;0.0;0.0;1;1;0;1;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0
of course;0;1;0;0.0;0.0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Final results from my CBS Bracket Challenge for the NCAA Mens Tourney  802 911th  Surely  the  Generation Y  folks will send me a trophy;0;0;0;0.25;0.9444444444444444;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
loving the credit crunch;0;0;0;0.6;0.95;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
normal workday for me  I do still have plans aspirations to submit some info for the miz mag   honest i do;0;0;0;0.375;0.7749999999999999;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
dont do it Tim   he will be in your dreams at nite but only if u spend over    300 and use the 15  discount he sent last week;0;1;0;0.0;0.5333333333333333;1;1;0;1;1;2;0;0;0;0;0;0;0;1;0;1;0;0;0
follow;0;1;0;0.0;0.0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
oh not alot  uni  working  same as just about everyone  handed in the first assignment in over a year on friday  was crazy;0;1;1;-0.1166666666666666;0.4527777777777778;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;0;0;0;0
caugh   caugh  I am     Darth Batman  http   hex io kkf most brilliant crossover ever;0;0;0;0.7;0.75;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
cya all later crew  i got a bit of work to do;0;1;0;0.0;0.0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
I want to be out in the sun  walking down a beach  with Joey;0;1;0;-0.1555555555555555;0.2888888888888889;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Have been convinced to do the second talk at tonight s DJUGL  I m hoping not to become too regular a feature;0;1;0;0.0;0.0384615384615384;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Thanks for the Rt s Paul;0;0;0;0.2;0.2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
I just had to google  quot How to insert MicroSD into Blackberry Bold quot  Found it though;0;0;0;0.3333333333333333;0.6666666666666666;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
is looking forward to her upcoming photo shoot  Off to work  Ask for my e mail address  Chatting makes the day fly by  N A if ur crazy;0;0;1;0.1;0.9;0;1;0;1;1;2;0;0;0;0;0;0;0;1;0;1;1;0;0
Thanks Wani;0;0;0;0.2;0.2;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
